customer_id,category,spend
ATQCUS0019,Entertainment,20082
ATQCUS0019,Food,10293
ATQCUS0019,Groceries,9037
ATQCUS0019,Health & Wellness,5415
ATQCUS0019,Others,2329
ATQCUS0019,Travel,4707
ATQCUS0020,Apparel,10199
ATQCUS0020,Bills,5211
ATQCUS0020,Electronics,17924
ATQCUS0020,Entertainment,23697
ATQCUS0020,Food,11663
ATQCUS0020,Groceries,8443
ATQCUS0020,Health & Wellness,6566
ATQCUS0020,Others,2249
ATQCUS0020,Travel,4945
ATQCUS0021,Apparel,9771
ATQCUS0021,Bills,5601
ATQCUS0021,Electronics,17468
ATQCUS0021,Entertainment,24209
ATQCUS0021,Food,12159
ATQCUS0021,Groceries,8728
ATQCUS0021,Health & Wellness,6355
ATQCUS0021,Others,2419
ATQCUS0021,Travel,5453
ATQCUS0022,Apparel,12009
ATQCUS0022,Bills,5664
ATQCUS0022,Electronics,17908
ATQCUS0022,Entertainment,22115
ATQCUS0022,Food,10888
ATQCUS0022,Groceries,8790
ATQCUS0022,Health & Wellness,5604
ATQCUS0022,Others,2245
ATQCUS0022,Travel,4882
ATQCUS0023,Apparel,14454
ATQCUS0023,Bills,8077
ATQCUS0023,Electronics,22799
ATQCUS0023,Entertainment,34762
ATQCUS0023,Food,15559
ATQCUS0023,Groceries,13374
ATQCUS0023,Health & Wellness,8137
ATQCUS0023,Others,4189
ATQCUS0023,Travel,7433
ATQCUS0024,Apparel,12326
ATQCUS0024,Bills,8667
ATQCUS0024,Electronics,24073
ATQCUS0024,Entertainment,32174
ATQCUS0024,Food,16189
ATQCUS0024,Groceries,13196
ATQCUS0024,Health & Wellness,8221
ATQCUS0024,Others,3882
ATQCUS0024,Travel,5921
ATQCUS0025,Apparel,13298
ATQCUS0025,Bills,7893
ATQCUS0025,Electronics,24073
ATQCUS0025,Entertainment,31075
ATQCUS0025,Food,16679
ATQCUS0025,Groceries,11136
ATQCUS0025,Health & Wellness,7250
ATQCUS0025,Others,3558
ATQCUS0025,Travel,6556
ATQCUS0026,Apparel,13743
ATQCUS0026,Bills,7759
ATQCUS0026,Electronics,28069
ATQCUS0026,Entertainment,31730
ATQCUS0026,Food,16430
ATQCUS0026,Groceries,12095
ATQCUS0026,Health & Wellness,7378
ATQCUS0026,Others,3093
ATQCUS0026,Travel,7089
ATQCUS0027,Apparel,11328
ATQCUS0027,Bills,6606
ATQCUS0027,Electronics,21578
ATQCUS0027,Entertainment,28407
ATQCUS0027,Food,13954
ATQCUS0027,Groceries,11504
ATQCUS0027,Health & Wellness,6475
ATQCUS0027,Others,2593
ATQCUS0027,Travel,6666
ATQCUS0028,Apparel,14533
ATQCUS0028,Bills,7558
ATQCUS0028,Electronics,20506
ATQCUS0028,Entertainment,29167
ATQCUS0028,Food,15964
ATQCUS0028,Groceries,11965
ATQCUS0028,Health & Wellness,7444
ATQCUS0028,Others,2926
ATQCUS0028,Travel,6489
ATQCUS0029,Apparel,12512
ATQCUS0029,Bills,8250
ATQCUS0029,Electronics,21531
ATQCUS0029,Entertainment,35777
ATQCUS0029,Food,16831
ATQCUS0029,Groceries,12457
ATQCUS0029,Health & Wellness,7894
ATQCUS0029,Others,3644
ATQCUS0029,Travel,6559
ATQCUS0030,Apparel,9240
ATQCUS0030,Bills,6160
ATQCUS0030,Electronics,17314
ATQCUS0030,Entertainment,24050
ATQCUS0030,Food,11976
ATQCUS0030,Groceries,9170
ATQCUS0030,Health & Wellness,4431
ATQCUS0030,Others,2412
ATQCUS0030,Travel,4740
ATQCUS0031,Apparel,9753
ATQCUS0031,Bills,5299
ATQCUS0031,Electronics,18423
ATQCUS0031,Entertainment,23962
ATQCUS0031,Food,10820
ATQCUS0031,Groceries,9045
ATQCUS0031,Health & Wellness,5860
ATQCUS0031,Others,2585
ATQCUS0031,Travel,5180
ATQCUS0032,Apparel,9663
ATQCUS0032,Bills,4638
ATQCUS0032,Electronics,17270
ATQCUS0032,Entertainment,20968
ATQCUS0032,Food,10867
ATQCUS0032,Groceries,7590
ATQCUS0032,Health & Wellness,5029
ATQCUS0032,Others,2020
ATQCUS0032,Travel,4546
ATQCUS0033,Apparel,8648
ATQCUS0033,Bills,4946
ATQCUS0033,Electronics,17005
ATQCUS0033,Entertainment,20572
ATQCUS0033,Food,10228
ATQCUS0033,Groceries,8027
ATQCUS0033,Health & Wellness,5224
ATQCUS0033,Others,1975
ATQCUS0033,Travel,4490
ATQCUS0034,Apparel,10001
ATQCUS0034,Bills,4898
ATQCUS0034,Electronics,17355
ATQCUS0034,Entertainment,21811
ATQCUS0034,Food,10335
ATQCUS0034,Groceries,7445
ATQCUS0034,Health & Wellness,4435
ATQCUS0034,Others,2090
ATQCUS0034,Travel,4596
ATQCUS0035,Apparel,9553
ATQCUS0035,Bills,5229
ATQCUS0035,Electronics,17632
ATQCUS0035,Entertainment,25042
ATQCUS0035,Food,13121
ATQCUS0035,Groceries,10077
ATQCUS0035,Health & Wellness,5316
ATQCUS0035,Others,2822
ATQCUS0035,Travel,5339
ATQCUS0036,Apparel,9844
ATQCUS0036,Bills,4958
ATQCUS0036,Electronics,15184
ATQCUS0036,Entertainment,21589
ATQCUS0036,Food,10453
ATQCUS0036,Groceries,7652
ATQCUS0036,Health & Wellness,5081
ATQCUS0036,Others,2803
ATQCUS0036,Travel,4608
ATQCUS0037,Apparel,9101
ATQCUS0037,Bills,5523
ATQCUS0037,Electronics,15967
ATQCUS0037,Entertainment,24096
ATQCUS0037,Food,10384
ATQCUS0037,Groceries,7606
ATQCUS0037,Health & Wellness,5074
ATQCUS0037,Others,2382
ATQCUS0037,Travel,4739
ATQCUS0038,Apparel,9456
ATQCUS0038,Bills,5255
ATQCUS0038,Electronics,18806
ATQCUS0038,Entertainment,23286
ATQCUS0038,Food,12042
ATQCUS0038,Groceries,8623
ATQCUS0038,Health & Wellness,5135
ATQCUS0038,Others,2500
ATQCUS0038,Travel,5120
ATQCUS0039,Apparel,9361
ATQCUS0039,Bills,4281
ATQCUS0039,Electronics,15136
ATQCUS0039,Entertainment,22963
ATQCUS0039,Food,10757
ATQCUS0039,Groceries,7861
ATQCUS0039,Health & Wellness,4602
ATQCUS0039,Others,2253
ATQCUS0039,Travel,4598
ATQCUS0040,Apparel,8737
ATQCUS0040,Bills,4831
ATQCUS0040,Electronics,16049
ATQCUS0040,Entertainment,21782
ATQCUS0040,Food,10125
ATQCUS0040,Groceries,7015
ATQCUS0040,Health & Wellness,4528
ATQCUS0040,Others,1950
ATQCUS0040,Travel,4547
ATQCUS0041,Apparel,14823
ATQCUS0041,Bills,8663
ATQCUS0041,Electronics,27756
ATQCUS0041,Entertainment,38741
ATQCUS0041,Food,18306
ATQCUS0041,Groceries,12316
ATQCUS0041,Health & Wellness,10126
ATQCUS0041,Others,3769
ATQCUS0041,Travel,7659
ATQCUS0042,Apparel,16784
ATQCUS0042,Bills,11481
ATQCUS0042,Electronics,35382
ATQCUS0042,Entertainment,46568
ATQCUS0042,Food,23031
ATQCUS0042,Groceries,15777
ATQCUS0042,Health & Wellness,11454
ATQCUS0042,Others,4619
ATQCUS0042,Travel,9751
ATQCUS0043,Apparel,18147
ATQCUS0043,Bills,9706
ATQCUS0043,Electronics,31598
ATQCUS0043,Entertainment,39062
ATQCUS0043,Food,19573
ATQCUS0043,Groceries,16019
ATQCUS0043,Health & Wellness,8645
ATQCUS0043,Others,4688
ATQCUS0043,Travel,9446
ATQCUS0044,Apparel,15923
ATQCUS0044,Bills,8538
ATQCUS0044,Electronics,30111
ATQCUS0044,Entertainment,43799
ATQCUS0044,Food,20592
ATQCUS0044,Groceries,14749
ATQCUS0044,Health & Wellness,9092
ATQCUS0044,Others,4455
ATQCUS0044,Travel,8461
ATQCUS0045,Apparel,16266
ATQCUS0045,Bills,7844
ATQCUS0045,Electronics,30151
ATQCUS0045,Entertainment,37854
ATQCUS0045,Food,17466
ATQCUS0045,Groceries,14715
ATQCUS0045,Health & Wellness,10812
ATQCUS0045,Others,4700
ATQCUS0045,Travel,7534
ATQCUS0046,Apparel,16452
ATQCUS0046,Bills,8779
ATQCUS0046,Electronics,27748
ATQCUS0046,Entertainment,41947
ATQCUS0046,Food,18107
ATQCUS0046,Groceries,12718
ATQCUS0046,Health & Wellness,8547
ATQCUS0046,Others,4035
ATQCUS0046,Travel,8383
ATQCUS0047,Apparel,17846
ATQCUS0047,Bills,11082
ATQCUS0047,Electronics,28348
ATQCUS0047,Entertainment,38408
ATQCUS0047,Food,18171
ATQCUS0047,Groceries,14664
ATQCUS0047,Health & Wellness,9219
ATQCUS0047,Others,4750
ATQCUS0047,Travel,9512
ATQCUS0048,Apparel,18485
ATQCUS0048,Bills,8527
ATQCUS0048,Electronics,29100
ATQCUS0048,Entertainment,37899
ATQCUS0048,Food,20018
ATQCUS0048,Groceries,15898
ATQCUS0048,Health & Wellness,9258
ATQCUS0048,Others,4256
ATQCUS0048,Travel,7859
ATQCUS0049,Apparel,9941
ATQCUS0049,Bills,5809
ATQCUS0049,Electronics,14994
ATQCUS0049,Entertainment,23566
ATQCUS0049,Food,9748
ATQCUS0049,Groceries,7638
ATQCUS0049,Health & Wellness,5171
ATQCUS0049,Others,2523
ATQCUS0049,Travel,4204
ATQCUS0050,Apparel,11027
ATQCUS0050,Bills,5737
ATQCUS0050,Electronics,18588
ATQCUS0050,Entertainment,23593
ATQCUS0050,Food,12191
ATQCUS0050,Groceries,8887
ATQCUS0050,Health & Wellness,5636
ATQCUS0050,Others,3036
ATQCUS0050,Travel,5543
ATQCUS0051,Apparel,8447
ATQCUS0051,Bills,4850
ATQCUS0051,Electronics,15557
ATQCUS0051,Entertainment,22271
ATQCUS0051,Food,10452
ATQCUS0051,Groceries,8244
ATQCUS0051,Health & Wellness,5345
ATQCUS0051,Others,2555
ATQCUS0051,Travel,4831
ATQCUS0052,Apparel,13263
ATQCUS0052,Bills,7128
ATQCUS0052,Electronics,19482
ATQCUS0052,Entertainment,28179
ATQCUS0052,Food,14151
ATQCUS0052,Groceries,10058
ATQCUS0052,Health & Wellness,6324
ATQCUS0052,Others,2871
ATQCUS0052,Travel,5784
ATQCUS0053,Apparel,13252
ATQCUS0053,Bills,7006
ATQCUS0053,Electronics,20291
ATQCUS0053,Entertainment,27687
ATQCUS0053,Food,13512
ATQCUS0053,Groceries,11664
ATQCUS0053,Health & Wellness,6670
ATQCUS0053,Others,2994
ATQCUS0053,Travel,6264
ATQCUS0054,Apparel,11718
ATQCUS0054,Bills,4987
ATQCUS0054,Electronics,20430
ATQCUS0054,Entertainment,24886
ATQCUS0054,Food,12635
ATQCUS0054,Groceries,9254
ATQCUS0054,Health & Wellness,5201
ATQCUS0054,Others,2577
ATQCUS0054,Travel,5369
ATQCUS0055,Apparel,10351
ATQCUS0055,Bills,6029
ATQCUS0055,Electronics,19793
ATQCUS0055,Entertainment,23817
ATQCUS0055,Food,12826
ATQCUS0055,Groceries,8485
ATQCUS0055,Health & Wellness,4916
ATQCUS0055,Others,2661
ATQCUS0055,Travel,5508
ATQCUS0056,Apparel,11290
ATQCUS0056,Bills,6553
ATQCUS0056,Electronics,20190
ATQCUS0056,Entertainment,27330
ATQCUS0056,Food,12847
ATQCUS0056,Groceries,9469
ATQCUS0056,Health & Wellness,6212
ATQCUS0056,Others,2840
ATQCUS0056,Travel,5535
ATQCUS0057,Apparel,6918
ATQCUS0057,Bills,4504
ATQCUS0057,Electronics,13901
ATQCUS0057,Entertainment,19238
ATQCUS0057,Food,9251
ATQCUS0057,Groceries,7122
ATQCUS0057,Health & Wellness,4332
ATQCUS0057,Others,2038
ATQCUS0057,Travel,4242
ATQCUS0058,Apparel,8979
ATQCUS0058,Bills,4752
ATQCUS0058,Electronics,15352
ATQCUS0058,Entertainment,18059
ATQCUS0058,Food,9797
ATQCUS0058,Groceries,7667
ATQCUS0058,Health & Wellness,4448
ATQCUS0058,Others,2194
ATQCUS0058,Travel,4055
ATQCUS0059,Apparel,7606
ATQCUS0059,Bills,3969
ATQCUS0059,Electronics,12882
ATQCUS0059,Entertainment,18185
ATQCUS0059,Food,9184
ATQCUS0059,Groceries,6292
ATQCUS0059,Health & Wellness,4446
ATQCUS0059,Others,1700
ATQCUS0059,Travel,3859
ATQCUS0060,Apparel,7532
ATQCUS0060,Bills,4164
ATQCUS0060,Electronics,13854
ATQCUS0060,Entertainment,19698
ATQCUS0060,Food,8895
ATQCUS0060,Groceries,6755
ATQCUS0060,Health & Wellness,3846
ATQCUS0060,Others,2214
ATQCUS0060,Travel,4124
ATQCUS0061,Apparel,8727
ATQCUS0061,Bills,4810
ATQCUS0061,Electronics,15930
ATQCUS0061,Entertainment,19502
ATQCUS0061,Food,9485
ATQCUS0061,Groceries,7482
ATQCUS0061,Health & Wellness,5415
ATQCUS0061,Others,2281
ATQCUS0061,Travel,3999
ATQCUS0062,Apparel,7350
ATQCUS0062,Bills,4360
ATQCUS0062,Electronics,13397
ATQCUS0062,Entertainment,19809
ATQCUS0062,Food,9430
ATQCUS0062,Groceries,6418
ATQCUS0062,Health & Wellness,4109
ATQCUS0062,Others,1962
ATQCUS0062,Travel,4097
ATQCUS0063,Apparel,16414
ATQCUS0063,Bills,8705
ATQCUS0063,Electronics,31698
ATQCUS0063,Entertainment,40756
ATQCUS0063,Food,19784
ATQCUS0063,Groceries,13322
ATQCUS0063,Health & Wellness,8403
ATQCUS0063,Others,3912
ATQCUS0063,Travel,8242
ATQCUS0064,Apparel,16390
ATQCUS0064,Bills,9399
ATQCUS0064,Electronics,29953
ATQCUS0064,Entertainment,36519
ATQCUS0064,Food,20377
ATQCUS0064,Groceries,13191
ATQCUS0064,Health & Wellness,8199
ATQCUS0064,Others,4180
ATQCUS0064,Travel,8599
ATQCUS0065,Apparel,15624
ATQCUS0065,Bills,8343
ATQCUS0065,Electronics,29271
ATQCUS0065,Entertainment,42139
ATQCUS0065,Food,18787
ATQCUS0065,Groceries,15076
ATQCUS0065,Health & Wellness,8165
ATQCUS0065,Others,4383
ATQCUS0065,Travel,7070
ATQCUS0066,Apparel,14453
ATQCUS0066,Bills,9036
ATQCUS0066,Electronics,29403
ATQCUS0066,Entertainment,32136
ATQCUS0066,Food,18959
ATQCUS0066,Groceries,14602
ATQCUS0066,Health & Wellness,8214
ATQCUS0066,Others,4410
ATQCUS0066,Travel,8632
ATQCUS0067,Apparel,15169
ATQCUS0067,Bills,8468
ATQCUS0067,Electronics,29370
ATQCUS0067,Entertainment,38873
ATQCUS0067,Food,19378
ATQCUS0067,Groceries,13313
ATQCUS0067,Health & Wellness,9480
ATQCUS0067,Others,4074
ATQCUS0067,Travel,8697
ATQCUS0068,Apparel,19530
ATQCUS0068,Bills,9084
ATQCUS0068,Electronics,29111
ATQCUS0068,Entertainment,41386
ATQCUS0068,Food,18381
ATQCUS0068,Groceries,17077
ATQCUS0068,Health & Wellness,9157
ATQCUS0068,Others,3538
ATQCUS0068,Travel,9572
ATQCUS0069,Apparel,13903
ATQCUS0069,Bills,7680
ATQCUS0069,Electronics,28276
ATQCUS0069,Entertainment,34944
ATQCUS0069,Food,17278
ATQCUS0069,Groceries,12283
ATQCUS0069,Health & Wellness,8506
ATQCUS0069,Others,3846
ATQCUS0069,Travel,7793
ATQCUS0070,Apparel,8818
ATQCUS0070,Bills,4903
ATQCUS0070,Electronics,13401
ATQCUS0070,Entertainment,18495
ATQCUS0070,Food,9643
ATQCUS0070,Groceries,6615
ATQCUS0070,Health & Wellness,4144
ATQCUS0070,Others,2057
ATQCUS0070,Travel,3877
ATQCUS0071,Apparel,8159
ATQCUS0071,Bills,5128
ATQCUS0071,Electronics,14302
ATQCUS0071,Entertainment,19590
ATQCUS0071,Food,9622
ATQCUS0071,Groceries,7764
ATQCUS0071,Health & Wellness,4530
ATQCUS0071,Others,2367
ATQCUS0071,Travel,4094
ATQCUS0072,Apparel,8289
ATQCUS0072,Bills,4500
ATQCUS0072,Electronics,14030
ATQCUS0072,Entertainment,21469
ATQCUS0072,Food,9480
ATQCUS0072,Groceries,6862
ATQCUS0072,Health & Wellness,4359
ATQCUS0072,Others,2242
ATQCUS0072,Travel,4627
ATQCUS0073,Apparel,8184
ATQCUS0073,Bills,4302
ATQCUS0073,Electronics,13866
ATQCUS0073,Entertainment,19836
ATQCUS0073,Food,8357
ATQCUS0073,Groceries,7579
ATQCUS0073,Health & Wellness,4822
ATQCUS0073,Others,1548
ATQCUS0073,Travel,4091
ATQCUS0074,Apparel,14475
ATQCUS0074,Bills,7053
ATQCUS0074,Electronics,22535
ATQCUS0074,Entertainment,29957
ATQCUS0074,Food,13857
ATQCUS0074,Groceries,11164
ATQCUS0074,Health & Wellness,7507
ATQCUS0074,Others,3235
ATQCUS0074,Travel,6124
ATQCUS0075,Apparel,11798
ATQCUS0075,Bills,6045
ATQCUS0075,Electronics,20108
ATQCUS0075,Entertainment,25212
ATQCUS0075,Food,13912
ATQCUS0075,Groceries,9951
ATQCUS0075,Health & Wellness,7591
ATQCUS0075,Others,3130
ATQCUS0075,Travel,4905
ATQCUS0076,Apparel,12210
ATQCUS0076,Bills,6745
ATQCUS0076,Electronics,21728
ATQCUS0076,Entertainment,28314
ATQCUS0076,Food,12103
ATQCUS0076,Groceries,9333
ATQCUS0076,Health & Wellness,7276
ATQCUS0076,Others,3174
ATQCUS0076,Travel,5760
ATQCUS0077,Apparel,11898
ATQCUS0077,Bills,6328
ATQCUS0077,Electronics,21237
ATQCUS0077,Entertainment,24920
ATQCUS0077,Food,13255
ATQCUS0077,Groceries,9760
ATQCUS0077,Health & Wellness,6140
ATQCUS0077,Others,3265
ATQCUS0077,Travel,6032
ATQCUS0078,Apparel,7526
ATQCUS0078,Bills,3791
ATQCUS0078,Electronics,13437
ATQCUS0078,Entertainment,18588
ATQCUS0078,Food,8884
ATQCUS0078,Groceries,6733
ATQCUS0078,Health & Wellness,3788
ATQCUS0078,Others,1916
ATQCUS0078,Travel,4077
ATQCUS0079,Apparel,8450
ATQCUS0079,Bills,4633
ATQCUS0079,Electronics,16470
ATQCUS0079,Entertainment,18477
ATQCUS0079,Food,10172
ATQCUS0079,Groceries,7671
ATQCUS0079,Health & Wellness,4741
ATQCUS0079,Others,2278
ATQCUS0079,Travel,4333
ATQCUS0080,Apparel,7211
ATQCUS0080,Bills,4418
ATQCUS0080,Electronics,14614
ATQCUS0080,Entertainment,17927
ATQCUS0080,Food,8966
ATQCUS0080,Groceries,6817
ATQCUS0080,Health & Wellness,4703
ATQCUS0080,Others,2118
ATQCUS0080,Travel,4318
ATQCUS0081,Apparel,7928
ATQCUS0081,Bills,4334
ATQCUS0081,Electronics,13360
ATQCUS0081,Entertainment,18433
ATQCUS0081,Food,10419
ATQCUS0081,Groceries,7208
ATQCUS0081,Health & Wellness,4565
ATQCUS0081,Others,2150
ATQCUS0081,Travel,4316
ATQCUS0082,Apparel,7810
ATQCUS0082,Bills,4527
ATQCUS0082,Electronics,13350
ATQCUS0082,Entertainment,18067
ATQCUS0082,Food,8983
ATQCUS0082,Groceries,6605
ATQCUS0082,Health & Wellness,4462
ATQCUS0082,Others,2014
ATQCUS0082,Travel,3766
ATQCUS0083,Apparel,7750
ATQCUS0083,Bills,4542
ATQCUS0083,Electronics,13674
ATQCUS0083,Entertainment,17448
ATQCUS0083,Food,8920
ATQCUS0083,Groceries,7588
ATQCUS0083,Health & Wellness,4325
ATQCUS0083,Others,2300
ATQCUS0083,Travel,3627
ATQCUS0084,Apparel,8303
ATQCUS0084,Bills,3855
ATQCUS0084,Electronics,13277
ATQCUS0084,Entertainment,18739
ATQCUS0084,Food,9572
ATQCUS0084,Groceries,6752
ATQCUS0084,Health & Wellness,3818
ATQCUS0084,Others,1797
ATQCUS0084,Travel,3941
ATQCUS0085,Apparel,8077
ATQCUS0085,Bills,3982
ATQCUS0085,Electronics,13062
ATQCUS0085,Entertainment,17928
ATQCUS0085,Food,8817
ATQCUS0085,Groceries,7420
ATQCUS0085,Health & Wellness,4244
ATQCUS0085,Others,1937
ATQCUS0085,Travel,3923
ATQCUS0086,Apparel,8481
ATQCUS0086,Bills,4711
ATQCUS0086,Electronics,15896
ATQCUS0086,Entertainment,21509
ATQCUS0086,Food,9736
ATQCUS0086,Groceries,7062
ATQCUS0086,Health & Wellness,5094
ATQCUS0086,Others,2247
ATQCUS0086,Travel,4661
ATQCUS0087,Apparel,13157
ATQCUS0087,Bills,7274
ATQCUS0087,Electronics,22500
ATQCUS0087,Entertainment,29297
ATQCUS0087,Food,15920
ATQCUS0087,Groceries,11216
ATQCUS0087,Health & Wellness,8252
ATQCUS0087,Others,3543
ATQCUS0087,Travel,6395
ATQCUS0088,Apparel,10472
ATQCUS0088,Bills,5929
ATQCUS0088,Electronics,20524
ATQCUS0088,Entertainment,25722
ATQCUS0088,Food,12454
ATQCUS0088,Groceries,8920
ATQCUS0088,Health & Wellness,5426
ATQCUS0088,Others,2703
ATQCUS0088,Travel,5694
ATQCUS0089,Apparel,10731
ATQCUS0089,Bills,6025
ATQCUS0089,Electronics,19698
ATQCUS0089,Entertainment,30130
ATQCUS0089,Food,14048
ATQCUS0089,Groceries,10304
ATQCUS0089,Health & Wellness,6194
ATQCUS0089,Others,2408
ATQCUS0089,Travel,5359
ATQCUS0090,Apparel,11456
ATQCUS0090,Bills,6398
ATQCUS0090,Electronics,21969
ATQCUS0090,Entertainment,23641
ATQCUS0090,Food,13286
ATQCUS0090,Groceries,9835
ATQCUS0090,Health & Wellness,6694
ATQCUS0090,Others,2682
ATQCUS0090,Travel,6535
ATQCUS0091,Apparel,9754
ATQCUS0091,Bills,6515
ATQCUS0091,Electronics,20962
ATQCUS0091,Entertainment,28017
ATQCUS0091,Food,13693
ATQCUS0091,Groceries,10139
ATQCUS0091,Health & Wellness,7744
ATQCUS0091,Others,3029
ATQCUS0091,Travel,6038
ATQCUS0092,Apparel,10663
ATQCUS0092,Bills,5776
ATQCUS0092,Electronics,19444
ATQCUS0092,Entertainment,25210
ATQCUS0092,Food,11956
ATQCUS0092,Groceries,8756
ATQCUS0092,Health & Wellness,5720
ATQCUS0092,Others,3309
ATQCUS0092,Travel,4924
ATQCUS0093,Apparel,6245
ATQCUS0093,Bills,2954
ATQCUS0093,Electronics,10770
ATQCUS0093,Entertainment,12108
ATQCUS0093,Food,6651
