customer_id,age_group,city,occupation,gender,marital status,avg_income,month,spend,income_utilisation
ATQCUS3350,21-24,Bengaluru,Freelancers,Male,Single,28376,August,16396,57.78122357
ATQCUS3350,21-24,Bengaluru,Freelancers,Male,Single,28376,July,11498,40.52015788
ATQCUS3350,21-24,Bengaluru,Freelancers,Male,Single,28376,June,13148,46.33493093
ATQCUS3350,21-24,Bengaluru,Freelancers,Male,Single,28376,May,8493,29.93022272
ATQCUS3350,21-24,Bengaluru,Freelancers,Male,Single,28376,October,11195,39.4523541
ATQCUS3350,21-24,Bengaluru,Freelancers,Male,Single,28376,September,12776,45.02396391
ATQCUS3256,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46586,August,29647,63.63929077
ATQCUS3256,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46586,July,24100,51.73228008
ATQCUS3256,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46586,June,20570,44.15489632
ATQCUS3256,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46586,May,24606,52.81844331
ATQCUS3256,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46586,October,26231,56.30661572
ATQCUS3256,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46586,September,41116,88.25827502
ATQCUS3608,25-34,Chennai,Freelancers,Male,Single,34966,August,12973,37.10175599
ATQCUS3608,25-34,Chennai,Freelancers,Male,Single,34966,July,9961,28.48767374
ATQCUS3608,25-34,Chennai,Freelancers,Male,Single,34966,June,9977,28.53343248
ATQCUS3608,25-34,Chennai,Freelancers,Male,Single,34966,May,8908,25.47617686
ATQCUS3608,25-34,Chennai,Freelancers,Male,Single,34966,October,10015,28.64210948
ATQCUS3608,25-34,Chennai,Freelancers,Male,Single,34966,September,16260,46.50231654
ATQCUS0611,25-34,Chennai,Salaried IT Employees,Male,Married,59078,August,28296,47.8960019
ATQCUS0611,25-34,Chennai,Salaried IT Employees,Male,Married,59078,July,19294,32.65851925
ATQCUS0611,25-34,Chennai,Salaried IT Employees,Male,Married,59078,June,19441,32.90734283
ATQCUS0611,25-34,Chennai,Salaried IT Employees,Male,Married,59078,May,17414,29.47628559
ATQCUS0611,25-34,Chennai,Salaried IT Employees,Male,Married,59078,October,20489,34.68126883
ATQCUS0611,25-34,Chennai,Salaried IT Employees,Male,Married,59078,September,30058,50.87849961
ATQCUS3856,21-24,Bengaluru,Salaried Other Employees,Female,Single,30424,August,12885,42.35143308
ATQCUS3856,21-24,Bengaluru,Salaried Other Employees,Female,Single,30424,July,11885,39.0645543
ATQCUS3856,21-24,Bengaluru,Salaried Other Employees,Female,Single,30424,June,10207,33.54917171
ATQCUS3856,21-24,Bengaluru,Salaried Other Employees,Female,Single,30424,May,7255,23.84630555
ATQCUS3856,21-24,Bengaluru,Salaried Other Employees,Female,Single,30424,October,10934,35.93873258
ATQCUS3856,21-24,Bengaluru,Salaried Other Employees,Female,Single,30424,September,16374,53.81935314
ATQCUS2640,35-45,Delhi NCR,Salaried IT Employees,Female,Married,67450,August,35245,52.25352113
ATQCUS2640,35-45,Delhi NCR,Salaried IT Employees,Female,Married,67450,July,30986,45.93921423
ATQCUS2640,35-45,Delhi NCR,Salaried IT Employees,Female,Married,67450,June,28649,42.4744255
ATQCUS2640,35-45,Delhi NCR,Salaried IT Employees,Female,Married,67450,May,21886,32.44773907
ATQCUS2640,35-45,Delhi NCR,Salaried IT Employees,Female,Married,67450,October,35490,52.61675315
ATQCUS2640,35-45,Delhi NCR,Salaried IT Employees,Female,Married,67450,September,43502,64.49518162
ATQCUS3008,45+,Mumbai,Government Employees,Female,Married,62542,August,14660,23.44024815
ATQCUS3008,45+,Mumbai,Government Employees,Female,Married,62542,July,14719,23.53458476
ATQCUS3008,45+,Mumbai,Government Employees,Female,Married,62542,June,14067,22.49208532
ATQCUS3008,45+,Mumbai,Government Employees,Female,Married,62542,May,12044,19.25745899
ATQCUS3008,45+,Mumbai,Government Employees,Female,Married,62542,October,15096,24.13737968
ATQCUS3008,45+,Mumbai,Government Employees,Female,Married,62542,September,16831,26.91151546
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,August,24775,39.48962351
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,July,17324,27.61324875
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,June,17841,28.43731072
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,May,18885,30.10137397
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,October,20299,32.35519143
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,September,24067,38.36112085
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301,August,35562,49.18604169
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301,July,26674,36.89298903
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301,June,22836,31.58462539
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301,May,20843,28.82809366
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301,October,26940,37.26089542
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301,September,36870,50.9951453
ATQCUS2853,35-45,Chennai,Business Owners,Female,Married,74783,August,21412,28.63217576
ATQCUS2853,35-45,Chennai,Business Owners,Female,Married,74783,July,13767,18.40926414
ATQCUS2853,35-45,Chennai,Business Owners,Female,Married,74783,June,14015,18.74089031
ATQCUS2853,35-45,Chennai,Business Owners,Female,Married,74783,May,13882,18.5630424
ATQCUS2853,35-45,Chennai,Business Owners,Female,Married,74783,October,14745,19.71704799
ATQCUS2853,35-45,Chennai,Business Owners,Female,Married,74783,September,23998,32.09018092
ATQCUS3020,45+,Delhi NCR,Salaried IT Employees,Female,Married,73754,August,31562,42.79361119
ATQCUS3020,45+,Delhi NCR,Salaried IT Employees,Female,Married,73754,July,25251,34.23678716
ATQCUS3020,45+,Delhi NCR,Salaried IT Employees,Female,Married,73754,June,31189,42.28787591
ATQCUS3020,45+,Delhi NCR,Salaried IT Employees,Female,Married,73754,May,29806,40.41272338
ATQCUS3020,45+,Delhi NCR,Salaried IT Employees,Female,Married,73754,October,29862,40.48865146
ATQCUS3020,45+,Delhi NCR,Salaried IT Employees,Female,Married,73754,September,48929,66.34080863
ATQCUS2442,25-34,Chennai,Government Employees,Female,Married,54575,August,13120,24.0403115
ATQCUS2442,25-34,Chennai,Government Employees,Female,Married,54575,July,10684,19.57672927
ATQCUS2442,25-34,Chennai,Government Employees,Female,Married,54575,June,9469,17.35043518
ATQCUS2442,25-34,Chennai,Government Employees,Female,Married,54575,May,7703,14.1145213
ATQCUS2442,25-34,Chennai,Government Employees,Female,Married,54575,October,9618,17.62345396
ATQCUS2442,25-34,Chennai,Government Employees,Female,Married,54575,September,17127,31.38250115
ATQCUS3943,25-34,Delhi NCR,Salaried IT Employees,Female,Single,60269,August,35192,58.39154458
ATQCUS3943,25-34,Delhi NCR,Salaried IT Employees,Female,Single,60269,July,27427,45.50764074
ATQCUS3943,25-34,Delhi NCR,Salaried IT Employees,Female,Single,60269,June,30558,50.70268297
ATQCUS3943,25-34,Delhi NCR,Salaried IT Employees,Female,Single,60269,May,34356,57.00443014
ATQCUS3943,25-34,Delhi NCR,Salaried IT Employees,Female,Single,60269,October,31266,51.87741625
ATQCUS3943,25-34,Delhi NCR,Salaried IT Employees,Female,Single,60269,September,51385,85.25942027
ATQCUS1679,45+,Mumbai,Salaried Other Employees,Male,Married,41845,August,19315,46.15844187
ATQCUS1679,45+,Mumbai,Salaried Other Employees,Male,Married,41845,July,16398,39.1874776
ATQCUS1679,45+,Mumbai,Salaried Other Employees,Male,Married,41845,June,18971,45.33636038
ATQCUS1679,45+,Mumbai,Salaried Other Employees,Male,Married,41845,May,13545,32.36945872
ATQCUS1679,45+,Mumbai,Salaried Other Employees,Male,Married,41845,October,17159,41.00609392
ATQCUS1679,45+,Mumbai,Salaried Other Employees,Male,Married,41845,September,30640,73.22260724
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,August,14621,43.21775886
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,July,10885,32.17463273
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,June,9856,29.13304366
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,May,8404,24.84112205
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,October,11743,34.71076823
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,September,13163,38.90810204
ATQCUS3335,21-24,Bengaluru,Business Owners,Male,Single,54149,August,22255,41.09955863
ATQCUS3335,21-24,Bengaluru,Business Owners,Male,Single,54149,July,16632,30.71524867
ATQCUS3335,21-24,Bengaluru,Business Owners,Male,Single,54149,June,14949,27.60715803
ATQCUS3335,21-24,Bengaluru,Business Owners,Male,Single,54149,May,11737,21.6753772
ATQCUS3335,21-24,Bengaluru,Business Owners,Male,Single,54149,October,20900,38.59720401
ATQCUS3335,21-24,Bengaluru,Business Owners,Male,Single,54149,September,24543,45.32493675
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,August,29136,42.45126322
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,July,19473,28.37223534
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,June,19543,28.4742256
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,May,15713,22.89390098
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,October,18762,27.33630562
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,September,30941,45.08115511
ATQCUS2462,25-34,Hyderabad,Salaried IT Employees,Female,Married,65608,August,25695,39.16443117
ATQCUS2462,25-34,Hyderabad,Salaried IT Employees,Female,Married,65608,July,20585,31.37574686
ATQCUS2462,25-34,Hyderabad,Salaried IT Employees,Female,Married,65608,June,26071,39.73753201
ATQCUS2462,25-34,Hyderabad,Salaried IT Employees,Female,Married,65608,May,20737,31.60742592
ATQCUS2462,25-34,Hyderabad,Salaried IT Employees,Female,Married,65608,October,29848,45.4944519
ATQCUS2462,25-34,Hyderabad,Salaried IT Employees,Female,Married,65608,September,35713,54.4339105
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,August,42581,67.30684117
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,July,37994,60.05627213
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,June,47024,74.32979262
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,May,27533,43.52080172
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,October,46918,74.16224077
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,September,78404,123.9314618
ATQCUS3766,21-24,Mumbai,Salaried IT Employees,Female,Single,47229,August,25802,54.63168816
ATQCUS3766,21-24,Mumbai,Salaried IT Employees,Female,Single,47229,July,23987,50.78871033
ATQCUS3766,21-24,Mumbai,Salaried IT Employees,Female,Single,47229,June,19832,41.99114951
ATQCUS3766,21-24,Mumbai,Salaried IT Employees,Female,Single,47229,May,17770,37.62518791
ATQCUS3766,21-24,Mumbai,Salaried IT Employees,Female,Single,47229,October,26640,56.40602172
ATQCUS3766,21-24,Mumbai,Salaried IT Employees,Female,Single,47229,September,25602,54.20821953
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263,August,28244,38.03239837
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263,July,28902,38.91843852
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263,June,20449,27.53591964
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263,May,21130,28.4529308
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263,October,25314,34.08696121
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263,September,36901,49.68961663
ATQCUS3870,21-24,Chennai,Salaried IT Employees,Female,Single,48976,August,15466,31.57873244
ATQCUS3870,21-24,Chennai,Salaried IT Employees,Female,Single,48976,July,12407,25.33281607
ATQCUS3870,21-24,Chennai,Salaried IT Employees,Female,Single,48976,June,10545,21.53095394
ATQCUS3870,21-24,Chennai,Salaried IT Employees,Female,Single,48976,May,9108,18.59686377
ATQCUS3870,21-24,Chennai,Salaried IT Employees,Female,Single,48976,October,11502,23.48497223
ATQCUS3870,21-24,Chennai,Salaried IT Employees,Female,Single,48976,September,18645,38.06966678
ATQCUS1414,35-45,Chennai,Salaried Other Employees,Male,Married,42419,August,13866,32.68818218
ATQCUS1414,35-45,Chennai,Salaried Other Employees,Male,Married,42419,July,14264,33.62644098
ATQCUS1414,35-45,Chennai,Salaried Other Employees,Male,Married,42419,June,11138,26.25710177
ATQCUS1414,35-45,Chennai,Salaried Other Employees,Male,Married,42419,May,11330,26.70972913
ATQCUS1414,35-45,Chennai,Salaried Other Employees,Male,Married,42419,October,15311,36.09467456
ATQCUS1414,35-45,Chennai,Salaried Other Employees,Male,Married,42419,September,23584,55.59772743
ATQCUS3009,45+,Mumbai,Government Employees,Female,Married,56316,August,18366,32.61240145
ATQCUS3009,45+,Mumbai,Government Employees,Female,Married,56316,July,13491,23.95589175
ATQCUS3009,45+,Mumbai,Government Employees,Female,Married,56316,June,13795,24.49570282
ATQCUS3009,45+,Mumbai,Government Employees,Female,Married,56316,May,10886,19.33020811
ATQCUS3009,45+,Mumbai,Government Employees,Female,Married,56316,October,11854,21.04908019
ATQCUS3009,45+,Mumbai,Government Employees,Female,Married,56316,September,19070,33.86249023
ATQCUS3372,21-24,Chennai,Salaried Other Employees,Male,Single,29795,August,11827,39.69457963
ATQCUS3372,21-24,Chennai,Salaried Other Employees,Male,Single,29795,July,9145,30.69306931
ATQCUS3372,21-24,Chennai,Salaried Other Employees,Male,Single,29795,June,8184,27.46769592
ATQCUS3372,21-24,Chennai,Salaried Other Employees,Male,Single,29795,May,7561,25.37674106
ATQCUS3372,21-24,Chennai,Salaried Other Employees,Male,Single,29795,October,7715,25.89360631
ATQCUS3372,21-24,Chennai,Salaried Other Employees,Male,Single,29795,September,9595,32.20338983
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339,August,25082,75.23321035
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339,July,17103,51.30027895
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339,June,22751,68.24139896
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339,May,15582,46.73805453
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339,October,21277,63.82015057
ATQCUS0289,25-34,Mumbai,Freelancers,Male,Married,33339,September,28818,86.43930532
ATQCUS1516,35-45,Chennai,Government Employees,Male,Married,56530,August,14857,26.28162038
ATQCUS1516,35-45,Chennai,Government Employees,Male,Married,56530,July,14750,26.09234035
ATQCUS1516,35-45,Chennai,Government Employees,Male,Married,56530,June,11364,20.10260039
ATQCUS1516,35-45,Chennai,Government Employees,Male,Married,56530,May,11304,19.99646206
ATQCUS1516,35-45,Chennai,Government Employees,Male,Married,56530,October,12948,22.9046524
ATQCUS1516,35-45,Chennai,Government Employees,Male,Married,56530,September,15647,27.67910844
ATQCUS2019,21-24,Mumbai,Salaried Other Employees,Female,Married,29380,August,13272,45.17358747
ATQCUS2019,21-24,Mumbai,Salaried Other Employees,Female,Married,29380,July,11748,39.9863853
ATQCUS2019,21-24,Mumbai,Salaried Other Employees,Female,Married,29380,June,9881,33.63172226
ATQCUS2019,21-24,Mumbai,Salaried Other Employees,Female,Married,29380,May,9580,32.60721579
ATQCUS2019,21-24,Mumbai,Salaried Other Employees,Female,Married,29380,October,11188,38.08032675
ATQCUS2019,21-24,Mumbai,Salaried Other Employees,Female,Married,29380,September,13708,46.6575902
ATQCUS3779,21-24,Mumbai,Salaried Other Employees,Female,Single,31521,August,15031,47.68566987
ATQCUS3779,21-24,Mumbai,Salaried Other Employees,Female,Single,31521,July,8673,27.51499001
ATQCUS3779,21-24,Mumbai,Salaried Other Employees,Female,Single,31521,June,11100,35.21461883
ATQCUS3779,21-24,Mumbai,Salaried Other Employees,Female,Single,31521,May,8554,27.13746391
ATQCUS3779,21-24,Mumbai,Salaried Other Employees,Female,Single,31521,October,10897,34.57060372
ATQCUS3779,21-24,Mumbai,Salaried Other Employees,Female,Single,31521,September,13419,42.57161892
ATQCUS1603,35-45,Hyderabad,Freelancers,Male,Married,36551,August,17949,49.10672759
ATQCUS1603,35-45,Hyderabad,Freelancers,Male,Married,36551,July,13265,36.29175672
ATQCUS1603,35-45,Hyderabad,Freelancers,Male,Married,36551,June,13064,35.74184017
ATQCUS1603,35-45,Hyderabad,Freelancers,Male,Married,36551,May,14904,40.77590216
ATQCUS1603,35-45,Hyderabad,Freelancers,Male,Married,36551,October,15050,41.17534404
ATQCUS1603,35-45,Hyderabad,Freelancers,Male,Married,36551,September,19105,52.26943175
ATQCUS2000,45+,Hyderabad,Government Employees,Male,Married,58980,August,13487,22.86707358
ATQCUS2000,45+,Hyderabad,Government Employees,Male,Married,58980,July,12738,21.59715158
ATQCUS2000,45+,Hyderabad,Government Employees,Male,Married,58980,June,11286,19.1353001
ATQCUS2000,45+,Hyderabad,Government Employees,Male,Married,58980,May,11554,19.58969142
ATQCUS2000,45+,Hyderabad,Government Employees,Male,Married,58980,October,12198,20.68158698
ATQCUS2000,45+,Hyderabad,Government Employees,Male,Married,58980,September,18101,30.69006443
ATQCUS1715,45+,Mumbai,Business Owners,Male,Married,74750,August,27995,37.45150502
ATQCUS1715,45+,Mumbai,Business Owners,Male,Married,74750,July,25674,34.34648829
ATQCUS1715,45+,Mumbai,Business Owners,Male,Married,74750,June,25931,34.690301
ATQCUS1715,45+,Mumbai,Business Owners,Male,Married,74750,May,16874,22.57391304
ATQCUS1715,45+,Mumbai,Business Owners,Male,Married,74750,October,24043,32.16454849
ATQCUS1715,45+,Mumbai,Business Owners,Male,Married,74750,September,32104,42.94849498
ATQCUS0005,21-24,Mumbai,Salaried IT Employees,Male,Married,46732,August,28033,59.98673286
ATQCUS0005,21-24,Mumbai,Salaried IT Employees,Male,Married,46732,July,20326,43.49482154
ATQCUS0005,21-24,Mumbai,Salaried IT Employees,Male,Married,46732,June,24559,52.55285458
ATQCUS0005,21-24,Mumbai,Salaried IT Employees,Male,Married,46732,May,17207,36.82059403
ATQCUS0005,21-24,Mumbai,Salaried IT Employees,Male,Married,46732,October,27141,58.07797655
ATQCUS0005,21-24,Mumbai,Salaried IT Employees,Male,Married,46732,September,40030,85.65864932
ATQCUS2382,25-34,Chennai,Salaried IT Employees,Female,Married,65280,August,27792,42.57352941
ATQCUS2382,25-34,Chennai,Salaried IT Employees,Female,Married,65280,July,18751,28.72395833
ATQCUS2382,25-34,Chennai,Salaried IT Employees,Female,Married,65280,June,17623,26.99601716
ATQCUS2382,25-34,Chennai,Salaried IT Employees,Female,Married,65280,May,17922,27.45404412
ATQCUS2382,25-34,Chennai,Salaried IT Employees,Female,Married,65280,October,22153,33.93535539
ATQCUS2382,25-34,Chennai,Salaried IT Employees,Female,Married,65280,September,26758,40.98958333
ATQCUS2412,25-34,Chennai,Salaried Other Employees,Female,Married,39722,August,13300,33.4827048
ATQCUS2412,25-34,Chennai,Salaried Other Employees,Female,Married,39722,July,9837,24.76461407
ATQCUS2412,25-34,Chennai,Salaried Other Employees,Female,Married,39722,June,10249,25.80182267
ATQCUS2412,25-34,Chennai,Salaried Other Employees,Female,Married,39722,May,8819,22.20180253
ATQCUS2412,25-34,Chennai,Salaried Other Employees,Female,Married,39722,October,11588,29.17275062
ATQCUS2412,25-34,Chennai,Salaried Other Employees,Female,Married,39722,September,13195,33.21836766
ATQCUS1967,45+,Hyderabad,Salaried Other Employees,Male,Married,45293,August,19526,43.11041441
ATQCUS1967,45+,Hyderabad,Salaried Other Employees,Male,Married,45293,July,16428,36.27050538
ATQCUS1967,45+,Hyderabad,Salaried Other Employees,Male,Married,45293,June,11171,24.66385534
ATQCUS1967,45+,Hyderabad,Salaried Other Employees,Male,Married,45293,May,10705,23.63499879
ATQCUS1967,45+,Hyderabad,Salaried Other Employees,Male,Married,45293,October,12688,28.01315877
ATQCUS1967,45+,Hyderabad,Salaried Other Employees,Male,Married,45293,September,24488,54.06574967
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524,August,59119,94.55409123
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524,July,31982,51.1515578
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524,June,43599,69.73162306
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524,May,36804,58.8637963
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524,October,44951,71.89399271
ATQCUS0172,25-34,Mumbai,Salaried IT Employees,Male,Married,62524,September,46484,74.34585119
ATQCUS3292,21-24,Delhi NCR,Freelancers,Male,Single,25862,August,15394,59.5236254
ATQCUS3292,21-24,Delhi NCR,Freelancers,Male,Single,25862,July,12839,49.64426572
ATQCUS3292,21-24,Delhi NCR,Freelancers,Male,Single,25862,June,9930,38.39610239
ATQCUS3292,21-24,Delhi NCR,Freelancers,Male,Single,25862,May,7972,30.82514887
ATQCUS3292,21-24,Delhi NCR,Freelancers,Male,Single,25862,October,10668,41.24971
ATQCUS3292,21-24,Delhi NCR,Freelancers,Male,Single,25862,September,17157,66.34057691
ATQCUS2399,25-34,Chennai,Salaried Other Employees,Female,Married,38912,August,12038,30.93647204
ATQCUS2399,25-34,Chennai,Salaried Other Employees,Female,Married,38912,July,9798,25.17989309
ATQCUS2399,25-34,Chennai,Salaried Other Employees,Female,Married,38912,June,9960,25.59621711
ATQCUS2399,25-34,Chennai,Salaried Other Employees,Female,Married,38912,May,7695,19.77539063
ATQCUS2399,25-34,Chennai,Salaried Other Employees,Female,Married,38912,October,11065,28.43595806
ATQCUS2399,25-34,Chennai,Salaried Other Employees,Female,Married,38912,September,14655,37.66190378
ATQCUS3222,21-24,Mumbai,Freelancers,Male,Single,28332,August,16872,59.5510377
ATQCUS3222,21-24,Mumbai,Freelancers,Male,Single,28332,July,12694,44.80446139
ATQCUS3222,21-24,Mumbai,Freelancers,Male,Single,28332,June,11111,39.21713963
ATQCUS3222,21-24,Mumbai,Freelancers,Male,Single,28332,May,11796,41.63490047
ATQCUS3222,21-24,Mumbai,Freelancers,Male,Single,28332,October,14871,52.48835239
ATQCUS3222,21-24,Mumbai,Freelancers,Male,Single,28332,September,17293,61.03698998
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311,August,35068,51.33580243
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311,July,24507,35.87562764
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311,June,22894,33.51436811
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311,May,23424,34.29023144
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311,October,26478,38.7609609
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311,September,38798,56.79612361
ATQCUS3967,25-34,Bengaluru,Salaried Other Employees,Female,Single,39552,August,19205,48.55633091
ATQCUS3967,25-34,Bengaluru,Salaried Other Employees,Female,Single,39552,July,12883,32.57230987
ATQCUS3967,25-34,Bengaluru,Salaried Other Employees,Female,Single,39552,June,15494,39.17374595
ATQCUS3967,25-34,Bengaluru,Salaried Other Employees,Female,Single,39552,May,11659,29.47764968
ATQCUS3967,25-34,Bengaluru,Salaried Other Employees,Female,Single,39552,October,13934,35.2295712
ATQCUS3967,25-34,Bengaluru,Salaried Other Employees,Female,Single,39552,September,21336,53.94417476
ATQCUS1416,35-45,Chennai,Salaried Other Employees,Male,Married,39455,August,20062,50.84780129
ATQCUS1416,35-45,Chennai,Salaried Other Employees,Male,Married,39455,July,11692,29.63375998
ATQCUS1416,35-45,Chennai,Salaried Other Employees,Male,Married,39455,June,12947,32.81459891
ATQCUS1416,35-45,Chennai,Salaried Other Employees,Male,Married,39455,May,11134,28.21949056
ATQCUS1416,35-45,Chennai,Salaried Other Employees,Male,Married,39455,October,15030,38.09403117
ATQCUS1416,35-45,Chennai,Salaried Other Employees,Male,Married,39455,September,14523,36.80902294
ATQCUS0596,25-34,Bengaluru,Government Employees,Male,Married,51963,August,21177,40.75399804
ATQCUS0596,25-34,Bengaluru,Government Employees,Male,Married,51963,July,17731,34.12235629
ATQCUS0596,25-34,Bengaluru,Government Employees,Male,Married,51963,June,14922,28.7165868
ATQCUS0596,25-34,Bengaluru,Government Employees,Male,Married,51963,May,13557,26.08971768
ATQCUS0596,25-34,Bengaluru,Government Employees,Male,Married,51963,October,16330,31.42620711
ATQCUS0596,25-34,Bengaluru,Government Employees,Male,Married,51963,September,19620,37.75763524
ATQCUS0917,35-45,Mumbai,Salaried IT Employees,Male,Married,62891,August,56098,89.19877248
ATQCUS0917,35-45,Mumbai,Salaried IT Employees,Male,Married,62891,July,36395,57.8699655
ATQCUS0917,35-45,Mumbai,Salaried IT Employees,Male,Married,62891,June,47315,75.23334022
ATQCUS0917,35-45,Mumbai,Salaried IT Employees,Male,Married,62891,May,29580,47.03375682
ATQCUS0917,35-45,Mumbai,Salaried IT Employees,Male,Married,62891,October,45068,71.66049196
